Task,Mode,Participant,Run time,Created at,Robot count
forage,global,cQb_th-ykcoUTQiSEobkew,191.789,2014-07-16 17:09:47 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,global,ud0ratCxvEBRaWzsV2fLFg,85.584,2014-07-17 01:24:40 UTC,100,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0
forage,repulsive,6fxU-6lhiwGHFvTw5q3Z0A,95.615,2014-07-17 10:41:54 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4"
forage,global,6fxU-6lhiwGHFvTw5q3Z0A,78.73,2014-07-17 10:43:25 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4"
forage,attractive,6fxU-6lhiwGHFvTw5q3Z0A,115.173,2014-07-17 10:45:30 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4"
varying_visualization,mean,6fxU-6lhiwGHFvTw5q3Z0A,86.708,2014-07-17 10:47:17 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4"
varying_visualization,convex-hull,6fxU-6lhiwGHFvTw5q3Z0A,236.646,2014-07-17 10:51:52 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4"
forage,global,_-lPfU8Vn1p--CgdC9I_TQ,61.723,2014-07-17 16:23:39 UTC,100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,attractive,_-lPfU8Vn1p--CgdC9I_TQ,86.969,2014-07-17 16:25:30 UTC,100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,repulsive,_-lPfU8Vn1p--CgdC9I_TQ,96.126,2014-07-17 16:27:27 UTC,100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
varying_visualization,convex-hull,_-lPfU8Vn1p--CgdC9I_TQ,313.722,2014-07-17 16:35:18 UTC,100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
varying_control,attractive,_-lPfU8Vn1p--CgdC9I_TQ,88.369,2014-07-17 16:37:09 UTC,16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
maze_positioning,default,_-lPfU8Vn1p--CgdC9I_TQ,57.107,2014-07-17 16:38:20 UTC,73,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
robot_positioning,default,_-lPfU8Vn1p--CgdC9I_TQ,75.284,2014-07-17 16:39:52 UTC,6,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
pyramid_building,9.8,_-lPfU8Vn1p--CgdC9I_TQ,185.081,2014-07-17 16:43:06 UTC,8,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
varying_control,global,QCZcRVXDAl6xk07FOAJfmQ,94.765,2014-07-18 01:44:34 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
forage,attractive,QCZcRVXDAl6xk07FOAJfmQ,68.03,2014-07-18 01:46:35 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
forage,attractive,AAh8NnpoVUM7PcJ_fpaVmg,215.128,2014-07-18 04:42:03 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
varying_visualization,full-state,AAh8NnpoVUM7PcJ_fpaVmg,189.334,2014-07-18 04:47:46 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,repulsive,_-lPfU8Vn1p--CgdC9I_TQ,65.821,2014-07-18 09:31:40 UTC,100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
varying_visualization,full-state,_-lPfU8Vn1p--CgdC9I_TQ,130.036,2014-07-18 09:34:01 UTC,100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
varying_control,global,_-lPfU8Vn1p--CgdC9I_TQ,159.528,2014-07-18 09:36:51 UTC,16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
maze_positioning,default,_-lPfU8Vn1p--CgdC9I_TQ,84.636,2014-07-18 09:38:25 UTC,50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
robot_positioning,default,_-lPfU8Vn1p--CgdC9I_TQ,103.601,2014-07-18 09:40:20 UTC,7,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,global,oxRWAxxbOJ2UlVY6CbOW-Q,126.501,2014-07-19 00:37:23 UTC,100,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
pyramid_building,0.6,oxRWAxxbOJ2UlVY6CbOW-Q,177.713,2014-07-19 00:46:02 UTC,8,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,attractive,oxRWAxxbOJ2UlVY6CbOW-Q,89.808,2014-07-19 00:52:22 UTC,100,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
robot_positioning,default,oxRWAxxbOJ2UlVY6CbOW-Q,39.651,2014-07-19 00:57:02 UTC,6,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,global,oxRWAxxbOJ2UlVY6CbOW-Q,80.132,2014-07-19 00:59:41 UTC,100,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,attractive,oxRWAxxbOJ2UlVY6CbOW-Q,68.561,2014-07-19 01:01:27 UTC,100,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
maze_positioning,default,Q4PlVlGk2lVJQ2uiblevtg,129.967,2014-07-20 06:34:56 UTC,470,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
robot_positioning,default,Q4PlVlGk2lVJQ2uiblevtg,16.751,2014-07-20 06:35:45 UTC,4,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,VziDrkhmY_bfCFjvEd9m8Q,181.684,2014-07-23 20:39:55 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,jujFHBguKOjIxwJwPX-EKQ,68.354,2014-07-24 18:19:53 UTC,100,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0
forage,attractive,VSMkFW3e7-diT2xQ7wupFA,201.958,2014-07-25 15:48:48 UTC,100,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
forage,attractive,VSMkFW3e7-diT2xQ7wupFA,74.865,2014-07-25 15:50:40 UTC,100,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
forage,global,VSMkFW3e7-diT2xQ7wupFA,118.326,2014-07-25 15:52:56 UTC,100,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
forage,global,f-KpI_jCM-QBeS_hc3j9Hw,135.829,2014-07-26 16:31:49 UTC,100,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_visualization,full-state,f-KpI_jCM-QBeS_hc3j9Hw,228.949,2014-07-26 16:39:09 UTC,100,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,f-KpI_jCM-QBeS_hc3j9Hw,239.256,2014-07-26 17:49:36 UTC,100,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
maze_positioning,default,dqtrMJ45EhccBnZTQ3OhSg,222.368,2014-07-28 22:33:23 UTC,181,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,frbu4yrHkFgvLrUixy9EZA,222.962,2014-07-29 09:52:38 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
forage,attractive,drNmPlQNWpWEl5oforEVMA,120.945,2014-07-29 10:17:33 UTC,100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
robot_positioning,default,OcRRHHDZjfjAz1RrNrewAQ,2.84,2014-07-29 18:10:20 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
pyramid_building,8.0,OcRRHHDZjfjAz1RrNrewAQ,198.624,2014-07-29 18:14:06 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,OcRRHHDZjfjAz1RrNrewAQ,131.536,2014-07-29 18:17:10 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_visualization,full-state,OcRRHHDZjfjAz1RrNrewAQ,129.422,2014-07-29 18:19:52 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_control,attractive,7-qmjsHJRoXu5HmkzSJD3g,62.512,2014-07-30 00:12:45 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_control,global,7-qmjsHJRoXu5HmkzSJD3g,123.424,2014-07-30 00:15:28 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
maze_positioning,default,7-qmjsHJRoXu5HmkzSJD3g,74.594,2014-07-30 00:17:07 UTC,123,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
maze_positioning,default,7-qmjsHJRoXu5HmkzSJD3g,51.553,2014-07-30 00:18:21 UTC,165,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
robot_positioning,default,7-qmjsHJRoXu5HmkzSJD3g,9.854,2014-07-30 00:20:33 UTC,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
pyramid_building,3.7,7-qmjsHJRoXu5HmkzSJD3g,190.717,2014-07-30 00:24:02 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,7-qmjsHJRoXu5HmkzSJD3g,58.722,2014-07-30 00:25:24 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,UG2wEmg49Z23eX1KdWm0gA,265.55,2014-07-30 15:55:46 UTC,100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
robot_positioning,default,UG2wEmg49Z23eX1KdWm0gA,42.663,2014-07-30 16:01:49 UTC,4,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,repulsive,p87cIdXT2HZ4SdNyPUWBFQ,73.62,2014-07-31 09:44:17 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
robot_positioning,default,ljdPOSF2_a50yRJ_JlYVnQ,10.455,2014-07-31 16:03:32 UTC,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,LBUw2ijw_2QAZLGS_dQbJg,47.717,2014-08-01 01:20:42 UTC,100,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_control,attractive,LdAOgp-3aXNpriupJQRXqQ,145.194,2014-08-01 14:26:38 UTC,16,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_control,attractive,ZNXDokH0XwX73LKy20sFww,209.226,2014-08-01 15:49:54 UTC,16,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
maze_positioning,default,ZNXDokH0XwX73LKy20sFww,186.408,2014-08-01 15:55:04 UTC,178,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,ZNXDokH0XwX73LKy20sFww,386.348,2014-08-01 16:04:52 UTC,100,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
robot_positioning,default,NJZjxuhYMthaT0akax8pmQ,3.324,2014-08-01 18:58:44 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_visualization,full-state,ZNXDokH0XwX73LKy20sFww,401.422,2014-08-02 13:38:08 UTC,100,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
robot_positioning,default,pRJSceM5XJFbFc27bjbGiw,131.138,2014-08-03 20:40:12 UTC,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,WV7RfAzyM3qOOVUcqaEzEA,62.188,2014-08-03 23:57:44 UTC,100,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,WV7RfAzyM3qOOVUcqaEzEA,67.398,2014-08-03 23:59:15 UTC,100,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,WV7RfAzyM3qOOVUcqaEzEA,64.731,2014-08-04 00:00:29 UTC,100,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,NZ1xFA9NLYl7YFva_2XgfQ,91.002,2014-08-04 02:14:10 UTC,100,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,-iW_jCdn5GVNGqMGpwaivg,102.413,2014-08-04 07:00:13 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,repulsive,-iW_jCdn5GVNGqMGpwaivg,77.154,2014-08-04 07:02:08 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_visualization,convex-hull,-iW_jCdn5GVNGqMGpwaivg,122.691,2014-08-04 07:06:04 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,repulsive,iPVXhg-dQ1R6Nfh9uvgD6A,222.28,2014-08-04 20:21:07 UTC,100,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0
forage,global,iPVXhg-dQ1R6Nfh9uvgD6A,94.082,2014-08-04 20:28:38 UTC,100,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0
forage,global,iPVXhg-dQ1R6Nfh9uvgD6A,98.409,2014-08-04 20:36:01 UTC,100,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0
forage,global,iPVXhg-dQ1R6Nfh9uvgD6A,74.497,2014-08-04 20:39:13 UTC,100,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0
forage,repulsive,iPVXhg-dQ1R6Nfh9uvgD6A,132.061,2014-08-04 20:31:01 UTC,100,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0
varying_control,global,8hxcuIod6btyEChjVi4Puw,99.04,2014-08-05 13:07:55 UTC,16,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; Tablet PC 2.0; MS-RTC LM 8)
varying_control,attractive,8hxcuIod6btyEChjVi4Puw,88.214,2014-08-05 13:10:09 UTC,16,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; Tablet PC 2.0; MS-RTC LM 8)
varying_visualization,convex-hull,8hxcuIod6btyEChjVi4Puw,441.752,2014-08-05 13:26:46 UTC,100,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; Tablet PC 2.0; MS-RTC LM 8)
varying_visualization,full-state,8hxcuIod6btyEChjVi4Puw,70.471,2014-08-05 13:28:10 UTC,100,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; Tablet PC 2.0; MS-RTC LM 8)
varying_visualization,mean & variance,8hxcuIod6btyEChjVi4Puw,52.271,2014-08-05 13:29:25 UTC,100,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; Tablet PC 2.0; MS-RTC LM 8)
forage,repulsive,4hHg7O20GfnAphmuM4Wy7A,139.1,2014-08-05 14:48:55 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
robot_positioning,default,VpcG_5ZwZ0dKGMkg7gpA_A,7.669,2014-08-05 15:42:44 UTC,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; rv:11.0) like Gecko
robot_positioning,default,VpcG_5ZwZ0dKGMkg7gpA_A,149.835,2014-08-05 15:48:53 UTC,7,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; rv:11.0) like Gecko
maze_positioning,default,VpcG_5ZwZ0dKGMkg7gpA_A,143.102,2014-08-05 15:55:16 UTC,27,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; rv:11.0) like Gecko
forage,global,UG2wEmg49Z23eX1KdWm0gA,303.699,2014-08-05 19:59:41 UTC,100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
forage,attractive,d65iVJLSla8GcFVa4StTWQ,50.081,2014-08-07 21:47:00 UTC,100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
robot_positioning,default,d65iVJLSla8GcFVa4StTWQ,12.918,2014-08-07 21:52:10 UTC,3,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
forage,global,lGcNIC-tJlRanB8Ps2A-QA,87.611,2014-08-08 15:03:36 UTC,100,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0
forage,attractive,lGcNIC-tJlRanB8Ps2A-QA,94.443,2014-08-08 15:07:09 UTC,100,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0
varying_visualization,full-state,lGcNIC-tJlRanB8Ps2A-QA,109.011,2014-08-08 15:13:37 UTC,100,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0
forage,attractive,K0gKCcKP_jGwLcZKAsptYQ,77.791,2014-08-08 15:20:31 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_control,global,K0gKCcKP_jGwLcZKAsptYQ,131.076,2014-08-08 15:32:05 UTC,16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
maze_positioning,default,K0gKCcKP_jGwLcZKAsptYQ,79.878,2014-08-08 15:34:40 UTC,327,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,5Sr7vuMOduXe3fDdMITenQ,72.834,2014-08-08 21:26:42 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,5Sr7vuMOduXe3fDdMITenQ,59.282,2014-08-08 21:27:51 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,5Sr7vuMOduXe3fDdMITenQ,68.376,2014-08-08 21:29:53 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,global,5Sr7vuMOduXe3fDdMITenQ,43.291,2014-08-08 21:30:41 UTC,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
varying_control,global,5Sr7vuMOduXe3fDdMITenQ,109.963,2014-08-08 21:32:47 UTC,16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
maze_positioning,default,5Sr7vuMOduXe3fDdMITenQ,279.17,2014-08-08 21:37:52 UTC,12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
maze_positioning,default,5Sr7vuMOduXe3fDdMITenQ,117.726,2014-08-08 21:40:05 UTC,123,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,repulsive,wCXXOboktc6Icm8_iyVsew,107.701,2014-08-09 11:55:55 UTC,100,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
forage,attractive,ZJFNqecTH1MxgIHQ12tFlg,184.255,2014-08-09 23:33:45 UTC,100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
robot_positioning,default,yEsCA4aVBL_8aVueGOEjcQ,18.062,2014-08-10 21:13:18 UTC,3,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3; .NET4.0E; rv:11.0) like Gecko
